# timestamp tx ty tz qx qy qz qw
1777562897.004852 0.896186 0.803798 0.194789 0.019062 -0.069959 0.024263 0.997073
1777562897.016549 0.896200 0.803742 0.194801 0.018883 -0.069996 0.024415 0.997070
1777562897.064440 0.896157 0.803581 0.194757 0.019053 -0.069934 0.024255 0.997075
1777562897.681679 0.896136 0.803546 0.194750 0.019097 -0.069920 0.024348 0.997073
1777562897.690870 0.896083 0.803436 0.194719 0.019272 -0.070061 0.024313 0.997060
1777562897.699802 0.896087 0.803336 0.194699 0.019117 -0.070000 0.024416 0.997065
1777562897.712042 0.896101 0.803262 0.194719 0.019146 -0.069943 0.024226 0.997073
1777562897.718648 0.896043 0.803141 0.194731 0.019125 -0.069934 0.023957 0.997081
1777562897.739053 0.895960 0.802937 0.194708 0.019105 -0.070014 0.024075 0.997072
1777562897.747672 0.895949 0.802868 0.194721 0.018992 -0.070078 0.024101 0.997069
1777562897.758508 0.895931 0.802680 0.194725 0.018969 -0.069829 0.024094 0.997088
1777562897.784219 0.895824 0.802094 0.194731 0.019091 -0.069914 0.024213 0.997076
1777562897.808692 0.895613 0.801572 0.194639 0.019149 -0.069889 0.023997 0.997082
1777562897.825841 0.895346 0.800674 0.194634 0.018990 -0.070050 0.024423 0.997064
1777562897.832684 0.895292 0.800203 0.194587 0.018852 -0.069790 0.024227 0.997089
1777562897.843571 0.895220 0.799848 0.194553 0.018903 -0.069855 0.024157 0.997085
1777562897.866924 0.894736 0.798599 0.194406 0.018922 -0.069932 0.024402 0.997074
1777562897.911937 0.894530 0.797845 0.194413 0.018790 -0.069920 0.024082 0.997085
1777562898.352193 0.894494 0.797692 0.194410 0.018803 -0.069826 0.024034 0.997092
1777562898.362679 0.894385 0.796907 0.194360 0.018522 -0.069460 0.024403 0.997114
1777562898.370122 0.894167 0.796052 0.194229 0.018810 -0.069363 0.024409 0.997115
1777562898.379335 0.893893 0.795219 0.194121 0.018580 -0.069702 0.024553 0.997093
1777562898.392797 0.893661 0.794522 0.194063 0.018897 -0.069761 0.024535 0.997083
1777562898.417308 0.893018 0.791954 0.193826 0.018854 -0.069259 0.024652 0.997116
1777562898.422836 0.892738 0.790887 0.193728 0.018646 -0.069272 0.024702 0.997118
